48,2017/8/11 15:29:33,00:00.597,Log in.,
49,2017/8/11 15:29:43,00:00.475,Log in.,
50,2017/8/11 15:31:39,00:00.632,Log in.,
51,2017/8/11 15:32:20,00:00.430,Log in.,
52,2017/8/11 15:33:04,00:00.457,Log in.,
53,2017/8/11 15:33:48,00:00.776,Log in.,
54,2017/8/11 15:33:55,00:00.418,Log in.,
55,2017/8/11 15:34:14,00:00.435,Log in.,
56,2017/8/11 15:34:53,00:00.364,Log in.,
57,2017/8/11 15:35:08,00:00.536,Log in.,
58,2017/8/11 15:42:16,00:00.344,Log in.,
59,2017/8/11 15:42:33,00:00.586,Log in.,
60,2017/8/11 15:42:35,00:00.154,Log in.,
61,2017/8/11 15:42:40,00:00.161,Log in.,
62,2017/8/11 15:53:41,00:03.327,Log in.,
63,2017/8/11 15:53:50,00:00.494,Log in.,
64,2017/8/11 15:53:51,00:00.151,Log in.,
65,2017/8/11 15:55:10,00:00.412,Log in.,
66,2017/8/11 15:55:22,00:00.377,Log in.,
67,2017/8/11 15:55:28,00:00.149,Log in.,
68,2017/8/11 15:56:55,00:00.415,Log in.,
69,2017/8/11 15:57:05,00:00.391,Log in.,
70,2017/8/11 15:58:46,00:01.157,Log in.,
71,2017/8/11 15:59:27,00:00.604,Log in.,
72,2017/8/11 16:02:35,00:00.735,Log in.,
73,2017/8/11 16:03:14,00:00.577,Log in.,
74,2017/8/11 16:03:47,00:02.623,Log in.,
75,2017/8/11 16:04:51,00:00.463,Log in.,
76,2017/8/11 16:05:12,00:01.067,Log in.,
77,2017/8/11 16:08:56,00:02.772,Log in.,
78,2017/8/11 16:09:08,00:00.459,Log in.,
79,2017/8/11 16:22:11,00:07.397,Log in.,
80,2017/8/11 22:21:56,00:21.987,Log in.,
81,2017/8/11 22:53:36,00:03.137,Log in.,
82,2017/8/11 22:53:50,00:03.597,Log in.,
83,2017/8/12 0:10:33,00:00.607,Log in.,
84,2017/8/12 0:11:10,00:01.134,Log in.,
85,2017/8/12 0:12:22,00:03.681,Log in.,
86,2017/8/12 0:17:07,00:00.861,Log in.,
87,2017/8/12 0:19:58,00:00.882,Log in.,
88,2017/8/12 0:23:26,00:00.514,Log in.,
89,2017/8/12 0:41:53,00:00.421,Log in.,
90,2017/8/12 0:55:32,00:00.915,Log in.,
91,2017/8/12 0:58:11,00:00.404,Log in.,
92,2017/8/12 1:02:48,00:03.960,Log in.,
93,2017/8/12 1:11:08,00:03.314,Log in.,
94,2017/8/12 13:21:24,00:03.601,Log in.,
95,2017/8/12 13:23:14,00:02.267,Log in.,
96,2017/8/12 13:23:29,00:00.512,Log in.,
97,2017/8/12 23:45:58,00:12.748,Log in.,
98,2017/8/13 14:25:38,00:01.681,Log in.,
99,2017/8/14 0:30:36,00:06.520,Log in.,
100,2017/8/14 0:40:31,00:09.574,Log in.,
101,2017/8/15 0:23:08,00:02.343,Log in.,
102,2017/8/15 0:38:53,00:34.577,Log in.,
103,2017/8/15 0:44:42,00:04.794,Log in.,
104,2017/8/22 10:27:57,00:05.178,Log in.,
105,2017/8/22 10:40:28,00:09.242,Log in.,
106,2017/8/22 12:12:00,00:14.304,Log in.,
107,2017/8/22 12:26:54,00:00.275,Log in.,
108,2017/8/22 12:48:56,00:01.500,Log in.,
109,2017/8/22 12:50:47,00:01.451,Log in.,
110,2017/8/22 12:52:43,00:03.287,Log in.,
111,2017/8/23 13:49:14,00:00.330,Log in.,
112,2017/8/23 22:54:45,00:05.657,Log in.,
113,2017/8/24 20:00:04,00:02.244,Log in.,
114,2017/8/24 20:02:45,00:01.953,Log in.,
115,2017/8/24 20:04:38,00:00.865,Log in.,
116,2017/8/24 20:19:18,00:08.394,Log in.,
117,2017/8/25 0:50:43,00:00.349,Log in.,
118,2017/8/25 13:27:41,00:16.295,Log in.,
119,2017/8/25 13:38:16,00:01.869,Log in.,
120,2017/8/25 13:44:52,00:22.188,Log in.,
121,2017/8/25 13:46:42,00:00.213,Log in.,
122,2017/8/25 14:54:10,00:09.038,Log in.,
123,2017/8/30 0:15:44,00:04.183,Log in.,
124,2017/9/1 12:59:30,00:12.237,Log in.,
125,2017/9/2 19:15:01,00:05.219,Log in.,
126,2017/9/3 1:05:23,00:03.836,Log in.,
127,2017/9/3 1:06:58,00:00.168,Log in.,
128,2017/9/4 13:18:44,00:04.573,Log in.,
129,2017/9/4 13:22:07,00:00.070,Log in.,
130,2017/9/4 13:44:48,00:10.327,Log in.,
131,2017/9/4 13:46:08,00:00.402,Log in.,
132,2017/9/4 13:46:41,00:00.428,Log in.,
133,2017/9/4 14:19:08,00:04.479,Log in.,
134,2017/9/5 10:26:18,00:01.754,Log in.,
135,2017/9/5 14:15:43,00:00.820,Log in.,
136,2017/9/5 14:43:36,00:08.480,Log in.,
137,2017/9/5 17:34:26,00:00.537,Log in.,
138,2017/9/5 18:04:37,00:00.375,Log in.,
139,2017/9/6 2:35:03,00:00.344,Log in.,
140,2017/9/6 14:41:24,00:00.716,Log in.,
141,2017/9/6 14:44:41,00:00.293,Log in.,
142,2017/9/6 14:46:52,00:00.442,Log in.,
143,2017/9/6 14:47:32,00:00.383,Log in.,
144,2017/9/6 14:52:23,00:00.298,Log in.,
145,2017/9/6 14:57:05,00:00.130,Log in.,
146,2017/9/6 14:57:58,00:00.139,Log in.,
147,2017/9/6 15:00:33,00:00.130,Log in.,
148,2017/9/6 16:44:28,00:00.131,Log in.,
149,2017/9/6 17:00:54,00:03.925,Log in.,
150,2017/9/6 17:02:11,00:00.310,Log in.,
151,2017/9/6 22:36:06,00:19.333,Log in.,
152,2017/9/10 0:44:51,00:01.586,Log in.,
153,2017/9/10 0:54:16,00:00.280,Log in.,
154,2017/9/11 16:32:15,00:08.843,Log in.,
155,2017/9/11 22:16:57,00:10.836,Log in.,
156,2017/9/14 15:40:59,00:04.998,Log in.,
157,2017/9/15 14:15:49,00:16.080,Log in.,
158,2017/9/15 18:52:42,00:04.915,Log in.,
159,2017/9/22 17:56:45,00:04.686,Log in.,
160,2017/9/22 17:57:03,00:00.311,Log in.,
161,2017/9/22 17:57:19,00:00.246,Log in.,
162,2017/9/23 0:43:24,00:00.571,Log in.,
163,2017/9/24 22:58:24,00:14.182,Log in.,
164,2017/10/10 9:55:14,00:25.614,Log in.,
165,2017/10/10 9:57:54,00:01.525,Log in.,
166,2017/10/11 15:04:34,00:11.780,Log in.,
167,2017/10/11 15:08:43,00:03.603,Log in.,
168,2017/10/11 15:11:58,00:01.716,Log in.,
169,2017/10/15 11:43:17,00:04.719,Log in.,
170,2017/10/22 1:39:49,00:13.319,Log in.,
171,2017/10/22 1:40:15,00:00.356,Log in.,
172,2017/11/4 23:02:19,00:00.431,Log in.,
173,2017/11/4 23:49:19,00:05.555,Log in.,
174,2017/11/14 22:38:41,00:08.108,Log in.,
175,2017/11/27 23:19:49,00:07.599,Log in.,
176,2017/12/8 13:58:31,00:26.935,Log in.,
177,2017/12/8 14:04:46,00:14.881,Log in.,
178,2017/12/8 14:10:21,00:06.932,Log in.,
179,2017/12/16 0:00:02,00:22.423,Log in.,
180,2017/12/19 23:33:13,00:06.719,Log in.,
181,2017/12/26 16:20:06,00:15.677,Log in.,
182,2017/12/27 0:47:44,00:12.089,Log in.,
183,2017/12/27 9:28:09,00:13.062,Log in.,
184,2017/12/28 12:24:04,00:05.531,Log in.,
185,2017/12/28 16:33:23,00:05.374,Log in.,
186,2018/1/2 18:29:42,00:20.568,Log in.,
187,2018/1/2 18:33:30,00:02.314,Log in.,
188,2018/1/2 18:33:50,00:00.236,Log in.,
189,2018/1/2 18:49:53,00:04.600,Log in.,
190,2018/1/2 18:50:12,00:00.213,Log in.,
191,2018/1/2 18:50:22,00:00.336,Log in.,
192,2018/1/2 19:09:41,00:03.532,Log in.,
193,2018/1/2 19:27:44,00:04.091,Log in.,
194,2018/1/2 21:09:41,00:04.091,Log in.,
195,2018/1/2 23:15:40,00:07.669,Log in.,
196,2018/1/3 9:50:26,00:24.942,Log in.,
197,2018/1/3 19:02:01,00:03.919,Log in.,
198,2018/1/3 19:27:27,00:14.491,Log in.,
199,2018/1/3 19:28:33,00:00.389,Log in.,
200,2018/1/4 12:45:04,00:54.034,Log in.,
201,2018/1/4 20:13:31,00:13.518,Log in.,
202,2018/1/4 20:19:48,00:02.594,Log in.,
203,2018/1/4 20:21:44,00:00.998,Log in.,
204,2018/1/4 20:24:11,00:01.157,Log in.,
205,2018/1/4 20:24:42,00:00.462,Log in.,
206,2018/1/5 1:53:57,00:13.320,Log in.,
207,2018/1/6 1:47:47,00:00.256,Log in.,
208,2018/1/7 16:49:41,00:13.984,Log in.,
209,2018/1/7 22:20:44,00:34.613,Log in.,
210,2018/1/9 1:10:26,00:19.015,Log in.,
211,2018/1/9 10:34:24,00:13.028,Log in.,
212,2018/1/9 22:21:23,00:01.937,Log in.,
213,2018/1/9 22:40:28,00:06.148,Log in.,
214,2018/1/10 13:20:30,00:00.422,Log in.,
215,2018/1/10 23:35:56,00:09.438,Log in.,
216,2018/1/11 0:17:16,00:08.904,Log in.,
217,2018/1/11 12:40:57,00:05.717,Log in.,
218,2018/1/11 16:20:57,00:11.117,Log in.,
219,2018/1/13 18:13:36,00:17.092,Log in.,
220,2018/1/14 14:21:38,00:14.429,Log in.,
221,2018/1/14 14:30:28,00:03.643,Log in.,
222,2018/1/14 14:33:33,00:00.421,Log in.,
223,2018/1/14 14:34:26,00:00.300,Log in.,
224,2018/1/18 15:47:01,00:28.170,Log in.,
225,2018/1/21 15:19:01,00:13.743,Log in.,
226,2018/1/21 16:13:06,00:03.359,Log in.,
227,2018/1/22 11:27:39,00:19.220,Log in.,
228,2018/1/23 13:14:01,00:15.246,Log in.,
229,2018/1/23 22:06:06,00:01.537,Log in.,
230,2018/1/23 22:08:01,00:00.437,Log in.,
231,2018/1/23 22:08:14,00:00.706,Log in.,
232,2018/1/23 22:08:42,00:05.331,Log in.,
233,2018/1/23 22:09:37,00:00.396,Log in.,
234,2018/1/23 22:09:51,00:00.561,Log in.,
235,2018/1/23 22:10:28,00:01.130,Log in.,
236,2018/1/23 22:10:46,00:06.204,Log in.,
237,2018/1/23 22:21:14,00:04.916,Log in.,
238,2018/1/23 22:25:31,00:00.379,Log in.,
239,2018/1/23 22:33:23,00:05.403,Log in.,
240,2018/1/23 22:38:52,00:00.383,Log in.,
241,2018/1/23 22:47:44,00:00.369,Log in.,
242,2018/1/24 14:14:49,00:00.364,Log in.,
243,2018/1/24 22:02:15,00:07.415,Log in.,
244,2018/1/25 21:37:02,00:25.838,Log in.,
245,2018/1/26 1:35:44,00:10.717,Log in.,
246,2018/1/26 14:25:51,00:06.810,Log in.,
247,2018/1/26 14:33:40,00:04.396,Log in.,
248,2018/1/26 14:35:20,00:00.259,Log in.,
249,2018/1/26 14:35:42,00:00.285,Log in.,
250,2018/1/27 21:08:34,00:08.494,Log in.,
251,2018/1/29 0:47:25,00:19.746,Log in.,
252,2018/1/29 0:50:16,00:00.685,Log in.,
253,2018/1/29 0:57:08,00:04.862,Log in.,
254,2018/1/29 0:58:21,00:00.272,Log in.,
255,2018/1/29 1:12:27,00:00.346,Log in.,
256,2018/1/29 1:13:04,00:00.326,Log in.,
257,2018/1/29 1:17:35,00:00.311,Log in.,
258,2018/1/29 1:19:40,00:00.571,Log in.,
259,2018/1/29 1:20:34,00:00.333,Log in.,
260,2018/1/29 1:21:36,00:00.292,Log in.,
261,2018/1/29 1:22:24,00:00.445,Log in.,
262,2018/1/29 1:22:57,00:00.488,Log in.,
263,2018/1/29 1:29:10,00:01.155,Log in.,
264,2018/1/29 1:29:58,00:01.153,Log in.,
265,2018/1/29 1:31:02,00:00.244,Log in.,
266,2018/1/29 1:47:17,00:04.689,Log in.,
267,2018/1/29 1:58:49,00:00.270,Log in.,
268,2018/1/29 2:01:44,00:00.553,Log in.,
269,2018/1/29 2:04:29,00:00.321,Log in.,
270,2018/1/29 2:11:24,00:00.266,Log in.,
271,2018/1/29 2:12:52,00:00.702,Log in.,
272,2018/1/29 2:15:26,00:00.358,Log in.,
273,2018/1/29 2:17:53,00:00.342,Log in.,
274,2018/1/29 2:22:47,00:00.342,Log in.,
275,2018/1/29 2:23:43,00:00.537,Log in.,
276,2018/1/29 2:24:36,00:00.475,Log in.,
277,2018/1/29 2:25:10,00:00.883,Log in.,
278,2018/1/29 2:26:02,00:00.756,Log in.,
279,2018/1/29 2:27:08,00:00.365,Log in.,
280,2018/1/29 2:28:08,00:00.330,Log in.,
281,2018/1/29 2:31:51,00:00.337,Log in.,
282,2018/1/29 18:02:16,00:04.276,Log in.,
283,2018/1/29 18:04:20,00:00.234,Log in.,
284,2018/1/30 0:13:10,00:04.365,Log in.,
285,2018/1/30 21:32:51,00:09.018,Log in.,
286,2018/2/4 17:44:04,00:05.348,Log in.,
287,2018/2/5 16:16:49,00:03.165,Log in.,
288,2018/2/5 17:46:15,00:13.704,Log in.,
289,2018/2/5 21:29:50,00:06.277,Log in.,
290,2018/2/7 19:37:36,00:11.809,Log in.,
291,2018/2/8 2:37:09,00:13.695,Log in.,
292,2018/2/12 0:47:35,00:05.667,Log in.,
293,2018/2/19 21:25:47,00:08.127,Log in.,
294,2018/2/20 15:50:56,00:06.292,Log in.,
295,2018/2/23 3:32:17,00:10.530,Log in.,
296,2018/2/23 22:27:16,00:12.025,Log in.,
297,2018/2/23 22:27:54,00:00.327,Log in.,
298,2018/2/23 22:44:31,00:00.414,Log in.,
299,2018/2/23 22:53:31,00:00.247,Log in.,
300,2018/2/24 14:37:43,00:00.323,Log in.,
301,2018/2/24 15:11:50,00:00.337,Log in.,
302,2018/2/24 15:15:16,00:00.487,Log in.,
303,2018/2/24 15:34:51,00:00.322,Log in.,
304,2018/2/24 15:36:22,00:00.240,Log in.,
305,2018/2/24 17:07:21,00:00.383,Log in.,
306,2018/2/24 17:15:53,00:00.223,Log in.,
307,2018/2/24 17:19:59,00:00.395,Log in.,
308,2018/2/24 17:26:11,00:04.582,Log in.,
309,2018/2/24 17:27:20,00:04.569,Log in.,
310,2018/2/24 17:28:34,00:02.902,Log in.,
311,2018/2/24 17:40:46,00:05.114,Log in.,
312,2018/2/24 17:41:27,00:00.384,Log in.,
313,2018/2/24 17:42:59,00:03.612,Log in.,
314,2018/2/24 22:28:43,00:00.259,Log in.,
315,2018/2/25 23:43:27,00:05.100,Log in.,
316,2018/2/26 1:10:35,00:00.675,Log in.,
317,2018/2/26 1:51:47,00:00.381,Log in.,
318,2018/2/26 1:54:33,00:00.346,Log in.,
319,2018/2/26 1:59:16,00:00.370,Log in.,
320,2018/2/26 2:01:51,00:00.349,Log in.,
321,2018/2/26 2:02:19,00:00.369,Log in.,
322,2018/2/26 2:04:05,00:00.366,Log in.,
323,2018/2/26 2:08:02,00:00.353,Log in.,
324,2018/2/26 2:11:13,00:00.338,Log in.,
325,2018/2/26 2:18:08,00:00.348,Log in.,
326,2018/2/26 2:19:17,00:05.097,Log in.,
327,2018/2/26 2:20:06,00:00.248,Log in.,
328,2018/2/26 2:20:45,00:00.251,Log in.,
329,2018/2/26 2:21:06,00:00.247,Log in.,
330,2018/2/26 18:05:32,00:00.264,Log in.,
331,2018/2/26 18:05:38,00:00.353,Log in.,
332,2018/2/26 18:07:27,00:00.217,Log in.,
333,2018/2/26 18:07:33,00:00.373,Log in.,
334,2018/2/26 18:17:13,00:05.356,Log in.,
335,2018/2/26 18:20:09,00:00.319,Log in.,
336,2018/2/26 18:46:43,00:13.613,Log in.,
337,2018/2/26 18:46:47,00:00.083,Log in.,
338,2018/2/26 18:48:21,00:00.324,Log in.,
339,2018/2/26 21:07:53,00:06.283,Log in.,
340,2018/2/26 21:07:59,00:00.829,Log in.,
341,2018/2/27 13:23:42,00:17.320,Log in.,
342,2018/2/27 13:53:37,00:03.571,Log in.,
343,2018/2/27 15:31:23,00:04.198,Log in.,
344,2018/2/27 17:21:43,00:01.963,Log in.,
345,2018/2/27 17:50:11,00:06.626,Log in.,
346,2018/2/28 2:10:13,00:06.059,Log in.,
347,2018/3/1 0:22:44,00:04.979,Log in.,
348,2018/3/1 16:10:44,00:01.574,Log in.,
349,2018/3/1 18:26:16,00:04.505,Log in.,
350,2018/3/1 19:37:18,00:04.345,Log in.,
351,2018/3/2 13:23:30,00:04.938,Log in.,
352,2018/3/2 13:24:06,00:00.309,Log in.,
353,2018/3/3 15:42:08,00:05.334,Log in.,
354,2018/3/4 1:23:28,00:11.320,Log in.,
355,2018/3/4 11:46:53,00:03.428,Log in.,
356,2018/3/4 17:47:16,00:15.405,Log in.,
357,2018/3/5 0:43:18,00:12.866,Log in.,
358,2018/3/7 2:08:16,00:07.484,Log in.,
359,2018/3/7 22:08:48,00:09.590,Log in.,
360,2018/3/8 0:33:24,00:05.376,Log in.,
361,2018/3/8 0:49:01,01:12.177,Log in.,
362,2018/3/8 1:14:19,00:03.496,Log in.,
363,2018/3/8 14:07:24,00:06.621,Log in.,
364,2018/3/8 14:25:24,00:03.473,Log in.,
365,2018/3/9 0:00:48,00:33.644,Log in.,
366,2018/3/9 0:11:28,00:03.238,Log in.,
367,2018/3/9 0:21:18,00:03.795,Log in.,
368,2018/3/9 22:25:50,00:09.224,Log in.,
369,2018/3/10 0:06:28,00:03.452,Log in.,
370,2018/3/10 10:37:17,00:34.653,Log in.,
371,2018/3/10 11:03:08,00:03.529,Log in.,
372,2018/3/10 20:20:04,00:06.688,Log in.,
373,2018/3/10 23:00:13,00:08.604,Log in.,
374,2018/3/10 23:31:16,00:09.279,Log in.,
375,2018/3/11 23:00:14,00:12.855,Log in.,
376,2018/3/11 23:24:37,00:13.304,Log in.,
377,2018/3/11 23:28:12,00:00.355,Log in.,
378,2018/3/12 14:38:11,00:04.253,Log in.,
379,2018/3/12 19:28:36,00:07.537,Log in.,
380,2018/3/12 23:00:06,00:04.585,Log in.,
381,2018/3/13 0:53:05,00:03.939,Log in.,
382,2018/3/13 14:10:35,00:04.617,Log in.,
383,2018/3/13 22:27:13,00:07.215,Log in.,
384,2018/3/14 4:25:19,01:22.573,Log in.,
385,2018/3/14 5:06:42,00:07.507,Log in.,
386,2018/3/14 20:50:12,00:38.768,Log in.,
387,2018/3/14 20:59:14,00:13.447,Log in.,
388,2018/3/14 22:20:41,00:04.711,Log in.,
389,2018/3/15 0:43:07,00:48.415,Log in.,
390,2018/3/19 19:35:39,01:13.045,Log in.,
391,2018/3/19 21:46:53,00:08.154,Log in.,
392,2018/3/19 23:00:28,00:24.729,Log in.,
393,2018/3/20 0:02:13,00:05.771,Log in.,
394,2018/3/20 13:14:57,00:32.583,Log in.,
395,2018/3/20 14:37:44,00:03.409,Log in.,
396,2018/3/20 23:00:16,00:15.832,Log in.,
397,2018/3/20 23:15:59,00:03.507,Log in.,
398,2018/3/21 0:15:11,00:36.699,Log in.,
399,2018/3/21 0:19:52,00:01.052,Log in.,
400,2018/3/21 12:29:47,00:06.903,Log in.,
401,2018/3/22 1:59:35,00:10.933,Log in.,
402,2018/3/22 12:48:47,00:00.000,Log in.,
403,2018/3/22 18:52:33,00:23.438,Log in.,
404,2018/3/22 23:00:06,00:06.433,Log in.,
405,2018/3/23 0:13:43,00:44.103,Log in.,
406,2018/3/23 0:55:15,00:07.685,Log in.,
407,2018/3/23 10:22:29,00:27.630,Log in.,
408,2018/3/23 10:23:13,00:00.294,Log in.,
409,2018/3/23 13:21:39,00:12.189,Log in.,
410,2018/3/23 18:12:51,00:37.969,Log in.,
411,2018/3/23 19:36:27,00:04.384,Log in.,
412,2018/3/23 19:39:19,00:00.293,Log in.,
413,2018/3/23 19:54:52,00:00.316,Log in.,
414,2018/3/23 20:31:20,00:03.892,Log in.,
415,2018/3/23 22:19:12,00:23.800,Log in.,
416,2018/3/23 22:52:54,00:09.979,Log in.,
417,2018/3/23 23:00:04,00:03.798,Log in.,
418,2018/3/23 23:00:16,00:01.777,Log in.,
419,2018/3/24 10:27:37,00:10.740,Log in.,
420,2018/3/24 12:12:54,00:08.208,Log in.,
421,2018/3/24 12:22:09,00:00.334,Log in.,
422,2018/3/24 20:32:52,00:08.175,Log in.,
423,2018/3/24 23:00:07,00:06.112,Log in.,
424,2018/3/24 23:05:39,00:11.545,Log in.,
425,2018/3/25 1:57:57,00:13.108,Log in.,
426,2018/3/25 23:00:16,00:15.382,Log in.,
427,2018/3/26 2:36:59,00:09.556,Log in.,
428,2018/3/26 2:43:43,00:52.821,Log in.,
429,2018/3/26 2:44:12,00:00.579,Log in.,
430,2018/3/26 3:49:10,00:03.169,Log in.,
431,2018/3/26 12:30:44,00:24.751,Log in.,
432,2018/3/26 17:54:21,00:09.691,Log in.,
433,2018/3/26 18:01:15,00:02.744,Log in.,
434,2018/3/27 15:20:13,00:15.059,Log in.,
435,2018/3/28 23:00:17,00:16.681,Log in.,
436,2018/3/29 13:09:50,00:24.150,Log in.,
437,2018/3/29 16:02:40,00:14.755,Log in.,
438,2018/3/29 19:00:44,00:26.911,Log in.,
439,2018/3/29 23:00:11,00:11.439,Log in.,
440,2018/3/30 11:22:47,00:52.277,Log in.,
441,2018/3/30 13:16:58,00:04.031,Log in.,
442,2018/3/31 23:00:15,00:14.679,Log in.,
443,2018/3/31 23:36:24,00:53.923,Log in.,
444,2018/3/31 23:36:51,00:01.985,Log in.,
445,2018/4/1 0:01:01,00:02.888,Log in.,
446,2018/4/1 15:52:47,00:08.709,Log in.,
447,2018/4/1 23:00:20,00:18.605,Log in.,
448,2018/4/2 12:38:33,01:04.758,Log in.,
449,2018/4/2 12:57:07,00:02.935,Log in.,
450,2018/4/2 13:01:21,00:00.203,Log in.,
451,2018/4/2 22:36:29,00:09.231,Log in.,
452,2018/4/3 9:28:13,00:01.683,Log in.,
453,2018/4/3 9:55:27,00:00.316,Log in.,
454,2018/4/3 12:03:28,00:00.200,Log in.,
455,2018/4/3 20:12:41,00:07.686,Log in.,
456,2018/4/4 13:44:11,00:53.429,Log in.,
457,2018/4/4 16:21:10,00:11.627,Log in.,
458,2018/4/5 0:19:05,00:43.655,Log in.,
459,2018/4/5 0:53:29,00:08.578,Log in.,
460,2018/4/5 15:13:58,00:38.761,Log in.,
461,2018/4/5 15:29:12,00:05.240,Log in.,
462,2018/4/5 16:28:02,00:28.660,Log in.,
463,2018/4/5 23:05:00,03:43.153,Log in.,
464,2018/4/6 0:01:26,00:13.550,Log in.,
465,2018/4/6 13:24:12,00:34.297,Log in.,
466,2018/4/6 13:45:39,00:09.143,Log in.,
467,2018/4/6 18:12:36,00:47.792,Log in.,
468,2018/4/6 18:35:40,00:07.442,Log in.,
469,2018/4/8 16:34:19,00:50.814,Log in.,
470,2018/4/8 23:00:10,00:09.028,Log in.,
471,2018/4/9 9:16:01,00:48.805,Log in.,
472,2018/4/9 9:53:24,00:09.804,Log in.,
473,2018/4/9 10:24:21,00:04.088,Log in.,
474,2018/4/9 13:47:00,00:09.275,Log in.,
475,2018/4/9 23:00:14,00:10.171,Log in.,
476,2018/4/10 7:46:02,00:17.394,Log in.,
477,2018/4/10 15:07:18,00:06.494,Log in.,
478,2018/4/10 23:00:22,00:18.465,Log in.,
479,2018/4/11 14:44:03,00:55.997,Log in.,
480,2018/4/11 19:13:00,00:09.389,Log in.,
481,2018/4/11 19:48:34,00:59.303,Log in.,
482,2018/4/11 22:35:04,00:03.911,Log in.,
483,2018/4/12 20:33:31,00:17.748,Log in.,
484,2018/4/12 22:14:51,00:06.424,Log in.,
485,2018/4/12 22:36:04,00:00.482,Log in.,
486,2018/4/12 22:43:17,00:04.136,Log in.,
487,2018/4/13 19:03:15,00:10.019,Log in.,
488,2018/4/13 19:22:36,00:03.710,Log in.,
489,2018/4/13 20:39:16,00:03.347,Log in.,
490,2018/4/15 23:00:18,00:14.107,Log in.,
491,2018/4/16 0:40:56,00:15.610,Log in.,
492,2018/4/16 2:09:06,00:04.062,Log in.,
493,2018/4/16 15:01:42,00:56.793,Log in.,
494,2018/4/16 15:57:03,00:09.776,Log in.,
495,2018/4/16 23:00:19,00:17.233,Log in.,
496,2018/4/17 1:07:25,00:14.768,Log in.,
497,2018/4/17 20:41:07,00:12.819,Log in.,
498,2018/4/17 20:47:37,01:15.194,Log in.,
499,2018/4/17 22:34:47,00:02.852,Log in.,
500,2018/4/18 23:00:11,00:11.519,Log in.,
501,2018/4/19 2:22:36,00:14.108,Log in.,
502,2018/4/19 19:04:40,00:31.466,Log in.,
503,2018/4/19 21:38:30,00:10.762,Log in.,
504,2018/4/20 16:20:16,00:00.640,Log in.,
505,2018/4/20 17:18:04,00:04.663,Log in.,
506,2018/4/20 17:22:11,00:00.281,Log in.,
507,2018/4/20 17:22:43,00:00.190,Log in.,
508,2018/4/20 17:26:48,00:00.348,Log in.,
509,2018/4/20 17:27:01,00:00.185,Log in.,
510,2018/4/20 17:45:46,00:03.536,Log in.,
511,2018/4/20 23:00:27,00:23.019,Log in.,
512,2018/4/20 23:48:47,00:13.131,Log in.,
513,2018/4/21 14:16:52,00:04.183,Log in.,
514,2018/4/21 16:28:08,00:03.832,Log in.,
515,2018/4/21 21:28:21,00:06.945,Log in.,
516,2018/4/21 23:00:05,00:04.163,Log in.,
517,2018/4/21 23:34:39,00:15.646,Log in.,
518,2018/4/22 16:04:21,00:07.262,Log in.,
